URL Builder  ::  V4 Company Carvalho & CO,,,,"- Linha A3: modelo dep reenchimento      |.     Em Facebook, utilizar string no campo 'Parâmetro de URL': utm_source=facebook&utm_medium=paid&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_term={{adset.name}}",,,,,,,,,,,,,,,,,,,,,,,
"Channel
(utm_medium)","Tool
(utm_source)",Squad,Office,Country,Country,Funnel stage,Funnel stage,Goal,Goal,Project Name,Project Name,Type of campaign/channel,Type of campaign/channel,Campo aberto,"Campaign
(utm_campaign)",Posicionamento,Posicionamento,Segmentação,Segmentação,Campo aberto,Conjunto de anúncio (utm_term),Formato,Formato,Campo aberto,Anúncio (utm_content),URL,URL Tagueada
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
paid,linkedin,Atena,v4-ate,Brasil,br,Performance,perf,Cadastro ,cad,Leitão Pork Chopp,leitao-pork-chopp,Linkedin - Anúncios para captura de leads no form nativo,in-leadad,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_,Pos. automático ou mais de um posicionamento manual,all,Listas de clientes,lis,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_,Carrossel,carrossel,,v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_,,?utm_medium=paid&utm_source=linkedin&utm_campaign=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad_&utm_term=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis_&utm_content=v4-ate_br_perf_cad_leitao-pork-chopp_in-leadad__all_lis__carrossel_
